Ticker,Returns,Volatility,company,Company,Industry,FullTimeEmployees,FiveYearAvgDividendYield,Beta,RegularMarketVolume,MarketCap,ProfitMargins,PriceToBook,NetIncomeToCommon,TotalRevenue,DebtToEquity,ReturnOnAssets,ReturnOnEquity,FreeCashFlow,OperatingCashFlow,GrossMargin,sharpe_ratio
LUV,-0.03580694590384467,0.38061896937394923,Southwest Airlines Co.,Southwest Airlines Co.,Airlines,73463,1.03,1.162,5780339,18369943552,-0.0017499999,1.7645026,-48000000,27376001024,87.36,0.00458,-0.00447,-1718249984,411000000,0.21691,-0.09407556844247872
SWK,0.025083564387925087,0.384670852615507,"Stanley Black & Decker, Inc.","Stanley Black & Decker, Inc.",Tools & Accessories,50500,2.66,1.239,1330894,14907658240,-0.0133299995,1.6825584,-184700000,15381699584,79.081,0.02991,-0.02031,1474375040,1197100032,0.30334,0.06520786333919887
SBUX,0.14575267799452246,0.310923640185277,Starbucks Corporation,Starbucks Corporation,Restaurants,,2.05,0.961,6315551,110051516416,0.10396,,3760900096,36176199680,,0.10503,,2150099968,6095600128,0.26838,0.4687732264670179
STT,0.08605252468829258,0.3611649698839176,State Street Corporation,State Street Corporation,Asset Management,53000,3.09,1.495,1336888,27236661248,0.16847,1.1877885,1927000064,12547999744,,0.00679,0.0855,,-1598000000,,0.23826376272303154
STLD,0.26239846803507993,0.4117186434032305,"Steel Dynamics, Inc.","Steel Dynamics, Inc.",Steel,12600,1.95,1.328,926487,20931203072,0.09799,2.3012197,1754110976,17901674496,40.575,0.09089,0.19703,110624496,2362270976,0.17271,0.6373247173509488
STE,0.18245681896882424,0.26781677582061675,STERIS plc,STERIS plc,Medical Devices,18000,0.87,0.838,1134973,22429382656,0.07643,3.5361795,560904000,5234817024,39.003,0.05515,0.08967,581443648,995888000,0.43598,0.681274794716495
SYK,0.17036139512565315,0.2870195086632569,Stryker Corporation,Stryker Corporation,Medical Devices,52000,1.05,0.918,954088,140996542464,0.16337,6.997635,3590000128,21973999616,79.443,0.071100004,0.18868,2775124992,3839000064,0.63971,0.5935533647837442
SMCI,0.6793635806490064,0.6702662679053851,"Super Micro Computer, Inc.","Super Micro Computer, Inc.",Computer Hardware,,,1.231,81818888,16220150784,0.08085,2.972103,1208148992,14942854144,39.749,0.11618,0.32469,-2834003456,-2479437056,0.14132,1.0135726847362478
SYF,0.16581232761783635,0.41789196593857464,Synchrony Financial,Synchrony Financial,Credit Services,20000,2.65,1.61,3219032,22122526720,0.35139,1.4985758,3103000064,9006999552,,0.02726,0.21279,,9811999744,,0.39678275997823054
SNPS,0.31422433980491377,0.33200418573987184,"Synopsys, Inc.","Synopsys, Inc.",Software - Infrastructure,20300,,1.075,627398,80183435264,0.23111999,10.400701,1511323008,6483438080,8.7,0.0862,0.21819,-144225504,1170272000,0.80497,0.9464469223623321
SYY,0.11228016926911642,0.33622329274298995,Sysco Corporation,Sysco Corporation,Food Distribution,76000,2.54,1.197,1424944,37505101824,0.024360001,16.989319,1942000000,79707996160,599.732,0.08924,0.88346,1988593024,2955000064,0.18459,0.33394524321354413
TMUS,0.22234609493597893,0.2631635708520524,"T-Mobile US, Inc.","T-Mobile US, Inc.",Telecom Services,67000,,0.508,2863643,263558873088,0.12964,4.1166983,10371999744,80005996544,182.272,0.052389998,0.16087,8479124992,21603000320,0.63826,0.8448969369737707
TROW,0.0991941110706529,0.32477275100720665,"T. Rowe Price Group, Inc.","T. Rowe Price Group, Inc.",Asset Management,8104,3.37,1.428,1113296,25441648640,0.30354,2.4821188,2041900032,6911099904,3.247,0.101339996,0.20495,1782687488,1810099968,0.50633,0.305426211906712
TTWO,0.11630092724996113,0.35498370586286593,"Take-Two Interactive Software, Inc.","Take-Two Interactive Software, Inc.",Electronic Gaming & Multimedia,12371,,0.856,1287559,28751671296,-0.70334,4.796479,-3800199936,5403100160,68.802,-0.0187,-0.50901,746887488,-212100000,0.55576,0.3276232833483615
TPR,0.1602815040406174,0.4772543588205143,"Tapestry, Inc.","Tapestry, Inc.",Luxury Goods,12500,4.06,1.557,3021625,11504035840,0.122320004,3.9272091,816000000,6671200256,302.589,0.07655,0.31538,926662528,1255600000,0.73293,0.3358408384927837
TRGP,0.37677393331833603,0.5318122194922402,Targa Resources Corp.,Targa Resources Corp.,Oil & Gas Midstream,3182,4.54,2.249,2921574,38864789504,0.06724,14.41456,1064600000,16260500480,313.789,0.07388,0.29883,155075008,3145900032,0.32327998,0.7084717490659945
TGT,0.20065479256631188,0.3372661310827188,Target Corporation,Target Corporation,Discount Stores,415000,2.26,1.238,2686061,69557321728,0.04182,4.830289,4487000064,107300003840,132.802,0.07233,0.33968,3743624960,8561999872,0.28425,0.5949449828304839
TEL,0.12652604151734761,0.2918998721603535,TE Connectivity plc,TE Connectivity plc,Electronic Components,85000,1.72,1.323,1435501,44729774080,0.20151,3.6203423,3193999872,15845000192,33.662,0.08367,0.26461,2228624896,3476999936,0.34433997,0.4334569953077652
TDY,0.18164868686070212,0.29515303343161936,Teledyne Technologies Incorporated,Teledyne Technologies Incorporated,Scientific & Technical Instruments,14900,,1.015,200365,21407698944,0.16876,2.232368,943800000,5592699904,29.147,0.04504,0.103140004,860562496,1023900032,0.43185002,0.6154389970136839
TFX,0.04168920086715463,0.3145960311551622,Teleflex Incorporated,Teleflex Incorporated,Medical Instruments & Supplies,14500,0.49,1.156,457995,9451292672,0.07847,2.1088738,238007008,3025824000,42.669,0.03154,0.05412,292785504,572124992,0.55994,0.13251661412916255
TER,0.23857205743892795,0.4390438215937426,"Teradyne, Inc.","Teradyne, Inc.",Semiconductor Equipment & Materials,6400,0.42,1.49,2694602,17173691392,0.18745,5.920498,513172992,2737594880,2.738,0.091759995,0.19206,386689120,638398976,0.5789,0.5433900802268531
TSLA,0.5730839733759215,0.6348765044413701,"Tesla, Inc.","Tesla, Inc.",Auto Manufacturers,140473,,2.297,65759459,807137509376,0.13075,11.530771,12743000064,97150001152,18.078,0.04759,0.20389,676625024,14478999552,0.18229,0.902669998601035
TXN,0.1734276097172471,0.3072605912688269,Texas Instruments Incorporated,Texas Instruments Incorporated,Semiconductors,34000,2.64,0.973,5251594,184687460352,0.31601998,10.692934,4940000256,15710999552,84.399,0.10236,0.29293,-473624992,6243999744,0.58628,0.5644316734569865
TXT,0.12058698085615803,0.36267799101168147,Textron Inc.,Textron Inc.,Aerospace & Defense,35000,0.14,1.229,1094097,15460569088,0.06301,2.22412,883000000,13980999680,56.941,0.04792,0.12597999,656625024,1116999936,0.15907,0.3324904842441185
TMO,0.1933001091523798,0.2673617617235914,Thermo Fisher Scientific Inc.,Thermo Fisher Scientific Inc.,Diagnostics & Research,122000,0.22,0.777,998343,214502162432,0.14479999,4.3782983,6135000064,42369998848,72.329,0.04709,0.12944001,6817375232,9100000256,0.40683997,0.7229908566813705
TJX,0.21646298824968382,0.29085009675311346,"The TJX Companies, Inc.","The TJX Companies, Inc.",Apparel Retail,349000,1.31,0.888,2958231,128295206912,0.08563,16.487896,4762999808,55623000064,162.567,0.12818,0.66199,3528750080,6336999936,0.36571,0.744242448828983
TSCO,0.24704975277206542,0.2942536941218744,Tractor Supply Company,Tractor Supply Company,Specialty Retail,50000,1.4,0.802,1051741,29794496512,0.07534,12.932996,1112737024,14769541120,233.038,0.097729996,0.5058,428472640,1299716992,0.36291,0.839580802916758
TT,0.31323238597218195,0.2864502146748721,Trane Technologies plc,Trane Technologies plc,Building Products & Equipment,40000,1.5,1.214,1596264,87824621568,0.12729,11.57787,2498200064,19388299264,69.203,0.10542,0.35146,2474449920,3180499968,0.35284,1.0934967750947866
TDG,0.33635789526686477,0.3684732197121523,TransDigm Group Incorporated,TransDigm Group Incorporated,Aerospace & Defense,15500,,1.411,166528,75054604288,0.21837999,,1560000000,7606000128,,0.105299994,,1398875008,1935000064,0.59308,0.9128421748794235
TRV,0.15342572106602406,0.26862528236843797,"The Travelers Companies, Inc.","The Travelers Companies, Inc.",Insurance - Property & Casualty,32967,2.25,0.63,615232,55806627840,0.10019,2.0067372,4509000192,45341999104,29.004,0.029289998,0.19059,14567124992,9114000384,0.2565,0.5711514557129072
TRMB,0.12211047595404968,0.35751670021575865,Trimble Inc.,Trimble Inc.,Scientific & Technical Instruments,12700,,1.487,1173429,15048096768,0.407,2.6809955,1511500032,3713799936,33.752,0.03306,0.30337,1063837504,567400000,0.65189004,0.34155180969268545
TFC,0.08804730370442339,0.3723964337614908,Truist Financial Corporation,Truist Financial Corporation,Banks - Regional,37867,4.51,1.038,4134777,56180645888,-0.10678001,0.95184547,-6479000064,14497000448,,-0.01138,-0.09505,,3764999936,,0.23643433642765535
TYL,0.22316941695171047,0.2956293868777489,"Tyler Technologies, Inc.","Tyler Technologies, Inc.",Software - Application,7386,,0.776,191587,25950930944,0.113929994,7.9213805,236708000,2077606016,19.597,0.03581,0.077259995,537338368,547278016,0.4389,0.7548959165010118
TSN,0.022364251241427453,0.29477811509991775,"Tyson Foods, Inc.","Tyson Foods, Inc.",Farm Products,139000,2.76,0.773,2413275,21086486528,-0.00013,1.1665354,-7000000,53091999744,60.548,0.018339999,0.00081,866625024,2296000000,0.06272,0.07586808550508196
USB,0.07665273619035143,0.3358210633917484,U.S. Bancorp,U.S. Bancorp,Banks - Regional,70000,4.09,1.051,4369618,74295877632,0.22023001,1.4278002,5094000128,24896999424,,0.00815,0.09779,,,,0.22825470033406756
UBER,0.25674846932969814,0.539048892659618,"Uber Technologies, Inc.","Uber Technologies, Inc.",Software - Application,30800,,1.331,12253703,156138389504,0.10492,10.556663,4401999872,41955000320,80.343,0.04034,0.34326,3871000064,6209999872,0.32714,0.4762990385954132
UDR,0.09616377992529225,0.27791217900203086,"UDR, Inc.","UDR, Inc.",REIT - Residential,1397,3.59,0.841,1855363,16236025856,0.07606,4.1087556,122755000,1677719040,131.116,0.01635,0.02841,701961280,855382976,0.66214997,0.3460221868311483
ULTA,0.15543133838172654,0.40599558130451296,"Ulta Beauty, Inc.","Ulta Beauty, Inc.",Specialty Retail,20000,,1.316,611471,18040690688,0.10684,7.713117,1209521024,11321165824,82.149,0.17914,0.54978,719191232,1406337024,0.42518002,0.38283997545566095
UNP,0.13553198574583575,0.26944274832862347,Union Pacific Corporation,Union Pacific Corporation,Railroads,30518,2.15,1.05,1103155,141785333760,0.27326,8.558828,6637000192,24288000000,197.154,0.089940004,0.43396,4174625024,9079000064,0.55319,0.5030084742920428
UAL,0.16092025840574312,0.5449638921355368,"United Airlines Holdings, Inc.","United Airlines Holdings, Inc.",Airlines,106500,,1.448,4525156,26319945728,0.04936,2.3011012,2764000000,55993999360,291.676,0.041139998,0.27245,-1218749952,6311000064,0.33286,0.2952860927632266
UPS,0.09049666004511689,0.28906459189543743,"United Parcel Service, Inc.","United Parcel Service, Inc.",Integrated Freight & Logistics,500000,3.26,0.979,1784835,114644393984,0.062480003,6.788395,5665999872,90685997056,155.425,0.07819,0.31422,4233750016,9217999872,0.21787001,0.3130672610288153
URI,0.32668444145407666,0.4395422193804097,"United Rentals, Inc.","United Rentals, Inc.",Rental & Leasing Services,26300,,1.683,559939,52366675968,0.17125,6.110073,2564999936,14977999872,167.987,0.0949,0.31401,2587749888,4912000000,0.4102,0.7432379121955103
UNH,0.1921020869439033,0.2814154943318798,UnitedHealth Group Incorporated,UnitedHealth Group Incorporated,Healthcare Plans,440000,1.35,0.593,2567031,521828696064,0.03635,5.2796583,14316999680,393898000384,74.683,0.06924,0.15252,-2398249984,16641999872,0.22872,0.6826279675892788
UHS,0.15349488946239784,0.364051597201148,"Universal Health Services, Inc.","Universal Health Services, Inc.",Medical Care Facilities,96700,0.51,1.279,497929,14154540032,0.06655,2.1371086,1025961984,15417758720,76.373,0.06822,0.16341,697290368,1861095040,0.41716,0.42162949055154925
VLO,0.19020272065927005,0.4417867567912037,Valero Energy Corporation,Valero Energy Corporation,Oil & Gas Refining & Marketing,9886,4.43,1.376,2533624,41808211968,0.028670002,1.6555718,3680999936,128730996736,38.593,0.051090002,0.13797,4791000064,6851999744,0.05841,0.4305306072113955
VTR,0.13766612770445882,0.39735664914695973,"Ventas, Inc.","Ventas, Inc.",REIT - Healthcare Facilities,486,4.41,1.389,2602792,27035817984,-0.01386,2.7696867,-66501000,4797114880,136.679,0.017549999,-0.00543,1040067392,1235068032,0.42566,0.3464548233935401
VLTO,0.30700969316896326,0.24075423672466037,Veralto Corporation,Veralto Corporation,Pollution & Treatment Controls,16000,,,1228087,25623582720,0.15693,13.1068945,806000000,5136000000,143.52,0.13033,0.5368,848625024,853000000,0.59384996,1.275199545169692
VRSN,0.11175492989461308,0.27482130766335716,"VeriSign, Inc.","VeriSign, Inc.",Software - Infrastructure,907,,0.904,534299,17216315392,0.55686,,858899968,1542400000,,0.4159,,728124992,875299968,0.87584,0.40664579775418097
VRSK,0.184947001485586,0.2453431854756253,"Verisk Analytics, Inc.","Verisk Analytics, Inc.",Consulting Services,7500,0.6,0.861,384441,39493894144,0.32650003,131.98679,930300032,2823300096,1069.413,0.16983,2.65609,763787520,1140999936,0.68236,0.7538297879643384
VZ,0.0368458901173505,0.20619036500333163,Verizon Communications Inc.,Verizon Communications Inc.,Telecom Services,101200,5.52,0.411,8452007,173689323520,0.07298,1.803164,9795999744,134237003776,182.615,0.05032,0.10431,6862125056,35157000192,0.60094,0.17869840870961715
VRTX,0.21614661253933665,0.3113241271237831,Vertex Pharmaceuticals Incorporated,Vertex Pharmaceuticals Incorporated,Biotechnology,5400,,,1722417,128819077120,-0.045149997,8.241365,-479800000,10625800192,10.894,0.12051,-0.029849999,,,0.56352,0.6942815982051925
VTRS,-0.10154489867687244,0.3760972867047813,Viatris Inc.,Viatris Inc.,Drug Manufacturers - Specialty & Generic,33000,0.89,0.93,5300844,13857580032,-0.04242,0.70974445,-646499968,15239199744,88.994,0.02535,-0.03203,1809387520,2296999936,0.42321998,-0.2699963606931852
VICI,0.17185125026639922,0.3145114636470058,VICI Properties Inc.,VICI Properties Inc.,REIT - Diversified,28,4.97,0.957,3327659,33775607808,0.73902,1.284941,2811984896,3805018112,66.55,0.05209,0.111899994,169514624,2313893120,0.99087,0.546406952146195
V,0.17421972307193276,0.26506450252408065,Visa Inc.,Visa Inc.,Credit Services,,0.66,0.961,3746121,569478283264,0.54955,14.608259,19743000576,35925999616,53.239,0.16292,0.50708,13368625152,19950000128,0.97833997,0.6572729332404863
VST,0.3778144274177327,0.3868423714801294,Vistra Corp.,Vistra Corp.,Utilities - Independent Power Producers,4870,2.51,1.116,6432944,41880084480,0.046079997,13.503932,477000000,14064000000,232.38,0.03305,0.12665,805875008,3948999936,0.34677,0.9766624735861944
VMC,0.15824157994981183,0.32103636625050175,Vulcan Materials Company,Vulcan Materials Company,Building Materials,10961,0.86,0.815,689310,36009074688,0.114300005,4.577381,852800000,7398300160,49.475,0.05888,0.11133,1276887552,1451100032,0.26149,0.4929085816599898
WRB,0.20849851101850392,0.2678588264066698,W. R. Berkley Corporation,W. R. Berkley Corporation,Insurance - Property & Casualty,8329,0.62,0.62,994342,22182025216,0.11956,2.8502178,1577352960,13192565760,39.412,,,,,0.43777,0.7783895487616167
GWW,0.284509619015669,0.29959268853466636,"W.W. Grainger, Inc.","W.W. Grainger, Inc.",Industrial Distribution,23200,1.29,1.16,171524,54642597888,0.10802,15.601163,1828999936,16931999744,83.325,0.18872,0.52611,1546249984,2287000064,0.39244998,0.9496547476082613
WAB,0.18404873799719468,0.33681604909184537,Westinghouse Air Brake Technologies Corporation,Westinghouse Air Brake Technologies Corporation,Railroads,29000,0.6,1.275,1212162,33123203072,0.10252,3.2599134,1059000000,10330000384,34.175,0.05445,0.103690006,1680625024,1796999936,0.32575,0.5464369601550875
WBA,-0.19835344437010552,0.3579834896514493,"Walgreens Boots Alliance, Inc.","Walgreens Boots Alliance, Inc.",Pharmaceutical Retailers,193000,5.88,0.681,18145800,8317615616,-0.05849,0.79576474,-8636000256,147657998336,277.898,0.0058999998,-0.75969005,2733374976,1018000000,0.17963,-0.554085453949936
WMT,0.17635604863502885,0.2188698925999567,Walmart Inc.,Walmart Inc.,Discount Stores,2100000,1.52,0.516,7732438,672640729088,0.02339,7.9642143,15552000000,665035014144,69.566,0.069510005,0.18531999,7701374976,33881999360,0.24628,0.8057574595577963
DIS,0.029578781652591354,0.3110449496870569,The Walt Disney Company,The Walt Disney Company,Entertainment,173250,1.38,1.401,4287813,175247196160,0.053049996,1.7439405,4776000000,90027999232,45.188,0.03622,0.0546,8273750016,13255000064,0.35358003,0.09509487835231094
WBD,-0.04137654416868293,0.4902255790198572,"Warner Bros. Discovery, Inc.","Warner Bros. Discovery, Inc.",Entertainment,35300,,1.487,22962128,20130181120,-0.29471,0.5858846,-11772999680,39934001152,115.663,-0.00124,-0.28667,20797124608,7906999808,0.41764,-0.08440307062599628
WM,0.16836021461362063,0.20967329965481027,"Waste Management, Inc.","Waste Management, Inc.",Waste Management,48000,1.63,0.751,949893,86646898688,0.12349,10.859156,2640999936,21386999808,208.894,0.0795,0.35025,1359874944,5261000192,0.39328,0.8029644923354368
WAT,0.11951679946936541,0.30081381235896665,Waters Corporation,Waters Corporation,Diagnostics & Research,7900,,0.956,533008,22988683264,0.21431999,14.338037,622641024,2905146880,120.473,0.11332,0.4964,647210112,752105984,0.59725,0.39731154142198705
WEC,0.11772486145957768,0.2387578478136399,"WEC Energy Group, Inc.","WEC Energy Group, Inc.",Utilities - Regulated Electric,7000,3.09,0.437,2267841,30401617920,0.15143,2.5162995,1292199936,8533199872,155.836,0.030380001,0.105220005,-623512512,3110000128,0.43073002,0.49307221746891716
WFC,0.0979824718951259,0.34953690601092574,Wells Fargo & Company,Wells Fargo & Company,Banks - Diversified,220167,3.07,1.159,9597628,213320417280,0.23228,1.3017596,16965000192,77875003392,,0.009509999,0.099139996,,12332999680,,0.28032081937597514
WELL,0.2077769744971875,0.36081044951815205,Welltower Inc.,Welltower Inc.,REIT - Healthcare Facilities,533,3.51,1.203,2355372,84137869312,0.121190004,2.7545714,915619968,7555548160,52.153,0.01853,0.03417,2384883712,2067710976,0.41120997,0.5758618542635484
WST,0.22303005146716054,0.3274683208505099,"West Pharmaceutical Services, Inc.","West Pharmaceutical Services, Inc.",Medical Instruments & Supplies,10600,0.24,1.007,575506,23426473984,0.17368999,8.521338,499600000,2876400128,11.188,0.09995,0.17778,201687504,702400000,0.3487,0.6810736711505425
WDC,0.10376829570346034,0.47594648196615424,Western Digital Corporation,Western Digital Corporation,Computer Hardware,51000,3.23,1.381,4172746,23103666176,0.02648,1.9860326,329000000,14348000256,,0.04044,0.033239998,-149000000,366000000,0.3045,0.21802513441172902
WY,0.08771985576127131,0.3537328255270042,Weyerhaeuser Company,Weyerhaeuser Company,REIT - Specialty,9300,2.82,1.422,2458959,23156168704,0.07427,2.33326,534000000,7190000128,51.335,0.02674,0.052989997,491624992,1078000000,0.1879,0.24798336323631553
WMB,0.18791227888414272,0.32335225749621416,"The Williams Companies, Inc.","The Williams Companies, Inc.",Oil & Gas Midstream,5601,5.96,1.077,5661934,64664240128,0.27552998,5.2744083,2832000000,10252999680,178.096,0.04555,0.20376,1215500032,5560000000,0.60909003,0.5811379835081029
WTW,0.1470910239474217,0.25649874865565664,Willis Towers Watson Public Limited Company,Willis Towers Watson Public Limited Company,Insurance Brokers,48000,1.35,0.744,624700,31015243776,-0.07361,4.145787,-722000000,9809000448,79.115,0.04843,-0.08361,1030374976,1435000064,0.45275003,0.573457082026111
WYNN,0.06640028822126741,0.5123953391961067,"Wynn Resorts, Limited","Wynn Resorts, Limited",Resorts & Casinos,27800,2.28,,10656446,9523156992,0.1337,,953262016,7129624064,,,,,,0.65720004,0.12958800196239556
XEL,0.1013564107007492,0.2334947738345168,Xcel Energy Inc.,Xcel Energy Inc.,Utilities - Regulated Electric,11311,2.92,0.4,4713153,38089469952,0.13667,1.9677821,1880999936,13763000320,154.33,0.02564,0.10262,-2487249920,4951000064,0.45433,0.43408427964466073
XYL,0.1508566854144027,0.29429723654681583,Xylem Inc.,Xylem Inc.,Specialty Industrial Machinery,23000,1.16,1.035,1084974,29702455296,0.098529994,2.8045788,830000000,8424000000,19.84,0.04429,0.08081,822875008,1143000064,0.3693,0.512599734827632
YUM,0.11838279691319546,0.24085950976632461,"Yum! Brands, Inc.","Yum! Brands, Inc.",Restaurants,35000,1.81,1.082,3779463,37721600000,0.21956,,1560000000,7104999936,,0.25167,,1090000000,1630000000,0.49303,0.4915014442570578
ZBRA,0.2636673322346431,0.40167592109412653,Zebra Technologies Corporation,Zebra Technologies Corporation,Communication Equipment,9750,,1.658,340772,19584409600,0.082040004,5.720549,382000000,4656000000,69.307,0.05234,0.11873999,666750016,848000000,0.47529998,0.6564180683682475
ZBH,0.026486431469490018,0.2926626114514054,"Zimmer Biomet Holdings, Inc.","Zimmer Biomet Holdings, Inc.",Medical Devices,18000,0.75,1.023,1388061,21683140608,0.14265001,1.7568592,1083500032,7595500032,53.611,0.0461,0.08713,1221187456,1581500032,0.71895,0.09050158931520334
ZTS,0.1796676788937782,0.2737158105841713,Zoetis Inc.,Zoetis Inc.,Drug Manufacturers - Specialty & Generic,14100,0.68,0.886,2453284,79075688448,0.26552,16.016632,2430000128,9152000000,136.573,,,,,0.70083,0.6564022681420076
